Sample ID,Date,Common,Species,Fish #,Method,Site,Time capture,Fyke_Num,Wet mass (g),Total L (cm),Fork L (cm),Sex,Gut content,Gut fullness (1-5),Liver mass (g),Gonad mass (g),Tags,Tag ID VEMCO,Tag ID FLOY,MK10 ID,Surgeon,Assistant,Time under,Tag activated,Surgery start,Surgery done,Surgery time,Recovered,Released,Recovery time,Total handling time,lat,long,Waypoint,Net set,Total captured,Fin clip,Muscle,Liver,Whole,Pics,Subsistence,Notes
FH42,27/7/2017,Four horn sculpin,Myoxocephalus quadricornis,42,Fyke net,Fyke 1 (river),21:50,57,250,31,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH37,27/7/2017,Four horn sculpin,Myoxocephalus quadricornis,37,Fyke net,Fyke 1 (river),10:19,58,300,32,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH274,27/8/2017,Four horn sculpin,Myoxocephalus quadricornis,282,Fyke net,Fyke 1,23:15,60,100,23,,,,,,,V5,8812/1271515,,,Matilde,,12:09am,,12:21am,12:30am,,,1am,,,,,,,,y,,,,y,,Released
FH273,27/8/2017,Four horn sculpin,Myoxocephalus quadricornis,281,Fyke net,Fyke 1,23:15,60,145,24,,,,,,,V5,8805/1271514,,,Matilde,,11:51pm,,11:59pm,12:08am,,,12:52am,,,,,,,,y,,,,y,,
FH271,27/8/2017,Four horn sculpin,Myoxocephalus quadricornis,279,Fyke net,Fyke 1,23:15,60,153,24.5,,,,,,,V9,1614/1271560,,,Matilde,,10:55pm,,23:05,23:20,,,23:28,,,,,,,,Y,,,,Y,,
FH272,27/8/2017,Four horn sculpin,Myoxocephalus quadricornis,280,Fyke net,Fyke 1,23:15,60,351,28,,,,,,,V9,1619/1271565,,,Matilde,,11:25pm,,11:35pm,11:47pm,,,12:35am,,,,,,,,y,,,,y,,
FH48,28/7/2017,Four horn sculpin,Myoxocephalus quadricornis,48,Fyke net,Fyke 1 (river),22:18,61,19.5,12.7,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH51,28/7/2017,Four horn sculpin,Myoxocephalus quadricornis,51,Fyke net,Fyke 1 (river),22:18,61,23.2,14.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH52,28/7/2017,Four horn sculpin,Myoxocephalus quadricornis,52,Fyke net,Fyke 1 (river),22:18,61,49.6,17.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH47,28/7/2017,Four horn sculpin,Myoxocephalus quadricornis,47,Fyke net,Fyke 1 (river),10:38,62,50,14.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH50,28/7/2017,Four horn sculpin,Myoxocephalus quadricornis,50,Fyke net,Fyke 1 (river),22:18,61,71.7,20,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH49,28/7/2017,Four horn sculpin,Myoxocephalus quadricornis,49,Fyke net,Fyke 1 (river),22:18,61,110.3,22.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH53,28/7/2017,Four horn sculpin,Myoxocephalus quadricornis,53,Fyke net,Fyke 1 (river),22:18,61,224.5,25.7,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
S91,28/8/2017,Slimy sculpin,Cottus cognatus cognatus ,97,Fyke net,fyke 1,11:00,63,41.4,14,,,,,,,V5,8938/1271523,,,Karine,,12:13pm,,12:19pm,12:28pm,,,12:37pm,,,,,,,,y,,,,y,,
FH60,29/7/2017,Four horn sculpin,Myoxocephalus quadricornis,61,Fyke net,Fyke 1 (river),12:21,64,12.8,11.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH61,29/7/2017,Four horn sculpin,Myoxocephalus quadricornis,62,Fyke net,Fyke 1 (river),12:21,64,37.4,16,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH58,29/7/2017,Four horn sculpin,Myoxocephalus quadricornis,59,Fyke net,Fyke 1 (river),12:21,64,72.1,18.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH55,29/7/2017,Four horn sculpin,Myoxocephalus quadricornis,56,Fyke net,Fyke 1 (river),12:21,64,108.3,21,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH54,29/7/2017,Four horn sculpin,Myoxocephalus quadricornis,55,Fyke net,Fyke 1 (river),12:21,64,113.2,22,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH56,29/7/2017,Four horn sculpin,Myoxocephalus quadricornis,57,Fyke net,Fyke 1 (river),12:21,64,120.7,22.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH57,29/7/2017,Four horn sculpin,Myoxocephalus quadricornis,58,Fyke net,Fyke 1 (river),12:21,64,152.7,25.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH59,29/7/2017,Four horn sculpin,Myoxocephalus quadricornis,60,Fyke net,Fyke 1 (river),12:21,64,180.5,26,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH280,29/8/2017,Four horn sculpin,Myoxocephalus quadricornis,288,Fyke net,Fyke 1,11:30,65,44.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH276,29/8/2017,Four horn sculpin,Myoxocephalus quadricornis,284,Fyke net,Fyke 1,11:30,65,121.1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH279,29/8/2017,Four horn sculpin,Myoxocephalus quadricornis,287,Fyke net,Fyke 1,11:30,65,147.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH275,29/8/2017,Four horn sculpin,Myoxocephalus quadricornis,283,Fyke net,Fyke 1,11:30,65,167.6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH277,29/8/2017,Four horn sculpin,Myoxocephalus quadricornis,285,Fyke net,Fyke 1,11:30,65,191.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
S101,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,107,Fyke net,fyke 1,13:00,66,24.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
FH284,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,292,Fyke net,Fyke 1,13:00,66,115.7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH291,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,299,Fyke net,Fyke 1,13:00,66,137.1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,
FH290,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,298,Fyke net,Fyke 1,13:00,66,143,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH283,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,291,Fyke net,Fyke 1,13:00,66,143.4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH282,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,290,Fyke net,Fyke 1,13:00,66,154.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH288,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,296,Fyke net,Fyke 1,13:00,66,160.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH289,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,297,Fyke net,Fyke 1,13:00,66,167.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH287,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,295,Fyke net,Fyke 1,13:00,66,169.6,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH281,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,289,Fyke net,Fyke 1,13:00,66,176.5,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH286,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,294,Fyke net,Fyke 1,13:00,66,206.7,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH285,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,293,Fyke net,Fyke 1,13:00,66,241.4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,Released
FH62,30/8/2017,Four horn sculpin,Myoxocephalus quadricornis,63,Fyke net,Fyke 1 (river),12:21,66,91,21,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
S97,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,103,Fyke net,fyke 1,13:00,66,39.1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S100,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,106,Fyke net,fyke 1,13:00,66,45.4,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S99,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,105,Fyke net,fyke 1,13:00,66,51.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S98,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,104,Fyke net,fyke 1,13:00,66,52.8,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S93,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,99,Fyke net,fyke 1,13:00,66,54.1,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S95,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,101,Fyke net,fyke 1,13:00,66,60,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S94,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,100,Fyke net,fyke 1,13:00,66,84.9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S92,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,98,Fyke net,fyke 1,13:00,66,86.4,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S103,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,109,Fyke net,fyke 1,13:00,66,95.6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S102,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,108,Fyke net,fyke 1,13:00,66,120.9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S96,30/8/2017,Slimy sculpin,Cottus cognatus cognatus ,102,Fyke net,fyke 1,13:00,66,141.7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S19,31/7/2017,Slimy sculpin,Cottus cognatus cognatus ,18,Fyke net,Fyke 1 (river),12:00,67,53,15,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,changed from 18 to 19
FH68,31/7/2017,Four horn sculpin,Myoxocephalus quadricornis,68,Fyke net,Fyke 1 (river),12:00,67,62.8,18,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH67,31/7/2017,Four horn sculpin,Myoxocephalus quadricornis,67,Fyke net,Fyke 1 (river),12:00,67,64.2,20,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,no photo
S18,31/7/2017,Slimy sculpin,Cottus cognatus cognatus ,17,Fyke net,Fyke 1 (river),12:00,67,68.3,16,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,changed from 17 to 18
FH66,31/7/2017,Four horn sculpin,Myoxocephalus quadricornis,66,Fyke net,Fyke 1 (river),12:00,67,107.8,22,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH65,31/7/2017,Four horn sculpin,Myoxocephalus quadricornis,65,Fyke net,Fyke 1 (river),12:00,67,115.8,22.5,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,
FH64,31/7/2017,Four horn sculpin,Myoxocephalus quadricornis,64,Fyke net,Fyke 1 (river),12:00,67,173.7,25,,,,,,,,,,,,,,,,,,,,,,72?21.123',81?06.423',,,,,,,,,,no photo
S106,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,112,Fyke net,fyke 1,13:45,68,24.8,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S107,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,113,Fyke net,fyke 1,13:45,68,29.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
FH296,31/8/2017,Four horn sculpin,Myoxocephalus quadricornis,304,Fyke net,Fyke 1,13:45,68,80.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
FH294,31/8/2017,Four horn sculpin,Myoxocephalus quadricornis,302,Fyke net,Fyke 1,13:45,68,155.7,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
FH293,31/8/2017,Four horn sculpin,Myoxocephalus quadricornis,301,Fyke net,Fyke 1,13:45,68,155.9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
FH295,31/8/2017,Four horn sculpin,Myoxocephalus quadricornis,303,Fyke net,Fyke 1,13:45,68,203.8,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
FH292,31/8/2017,Four horn sculpin,Myoxocephalus quadricornis,300,Fyke net,Fyke 1,13:45,68,230.1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S111,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,117,Fyke net,fyke 1,13:45,68,39.3,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S113,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,119,Fyke net,fyke 1,13:45,68,47.4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S104,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,110,Fyke net,fyke 1,13:45,68,48,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S108,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,114,Fyke net,fyke 1,13:45,68,50,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S110,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,116,Fyke net,fyke 1,13:45,68,58.8,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S112,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,118,Fyke net,fyke 1,13:45,68,61.1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S109,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,115,Fyke net,fyke 1,13:45,68,66,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
S105,31/8/2017,Slimy sculpin,Cottus cognatus cognatus ,111,Fyke net,fyke 1,13:45,68,88.2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Released
